source,target,weight
1871,1913,14.924222804014112
1871,1914,50.959679050096945
1871,1915,165.4992447112675
1872,1915,26.77478083736428
1872,1916,35.23620691529918
1872,1917,202.34136447542747
1872,1873,74.56526783071772
1873,1917,130.22120603035435
1873,1957,139.61924505037038
1873,2047,144.12380962214397
1873,2048,130.22920499386203
1874,1958,24.079093157191934
1874,2049,132.74565563855222
1874,2094,147.51352253978777
1874,2095,100.78820678165987
1875,1918,121.40531289857128
1876,1920,38.64305518829631
1876,1919,51.95037314438915
1876,1960,3.96750191286297
1877,1922,24.40414923737355
1877,1923,213.34779117675438
1877,1878,213.47862890697044
1878,1923,10.295872959589193
1878,1962,32.57192895048672
1879,1964,16.01592957027471
1879,1965,3.344772040064913
1879,1966,21.64197310782915
1880,1925,32.96747134171297
1880,1926,96.19608879783003
